<br><font color=teal>*Otome, Setsuna(TheOfficialMidknights) thinks: I doubt he left anything for me. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To both of the Hogo members, ten million of Tethys' funds. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Each. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: . . . . - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: I can buy Jordans now.... - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: -omit- - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Mitsuru Himura(Theodysseygamer) thinks: ...Tethys was rich afterall... - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Jin Karuzo, the Black Blade of Hogo, Tethys, however, not until he's capable of weilding large blades. - Fri Sep 18 22:13:58 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) would make her way into the crowd.* - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Mitsuru Himura, he wishes for you to work on your emotional depressions. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Mitsuru Himura(Theodysseygamer) says: ... - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: He's sleeping standing up. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: Come on. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Saseki O. Kimura(Brosis55) says: What if he's not? - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: He is. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ..... - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Koeki, she is required to become Mizukage. - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: For Setsuna, he wants them to become the greatest medic possible. - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) thinks: terrible decision...but oh well... - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Reinup, Flexus(VantetheGreat) thinks: Will i get something. - Fri Sep 18 22:16:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: For Violet, the Kiba Blades, once she acquires the mastery of the Raiton affinity. - Fri Sep 18 22:16:32 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: . . . . - Fri Sep 18 22:16:32 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) popped the fuck out of nowhere. "Missy Koeki-senpai...I heard you're the worlds greatest medic, and not to be a brown noser or anything...but could you possible try and teach me...i'll be forever greatful." she said, clenching her hands together. Her pink eyes seemed to sparkle with with amazement as she fixated her gaze on the blue haired legend.* - Sun Sep 20 00:13:52 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: I dont even know A-rank healing gurl i aint no legend. - Sun Sep 20 00:14:43 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: -omit- - Sun Sep 20 00:14:43 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Mizumi. - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: ...? - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Mind if we train for a bit? - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: .....Why...not... - Sun Sep 20 00:16:25 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Sure. - Sun Sep 20 00:18:59 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: What do you know already? - Sun Sep 20 00:18:59 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: I ugh...I only know Healing Hands.. - Sun Sep 20 00:19:50 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) greedily grabbed the scroll. "Thank you Lady Koeki senpai....Thank you for noticing me.." she said before darting off into a corner and opening the scroll to examine its many contents.* - Sun Sep 20 00:22:24 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) unraveled the scroll, looking down at each line with precision. *What jutsu is this?* she thought as she continued to read the content of the scroll. It was so detailed and long that it would surely take a while to even dent the contents.* - Sun Sep 20 00:24:57 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hm. - Sun Sep 20 00:26:40 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: No problem. - Sun Sep 20 00:26:40 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: Koeki...May I do a mission? - Sun Sep 20 00:30:04 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: . . . - Sun Sep 20 00:34:20 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) Appeared in the square.* - Fri Oct  2 23:37:48 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: Hey... - Sun Nov  1 00:10:40 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: Boy. - Sun Nov  1 00:10:40 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: A new person - Sun Nov  1 00:11:31 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ..Huh? - Sun Nov  1 00:12:22 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: Here. - Sun Nov  1 00:12:22 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ... - Sun Nov  1 00:12:22 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: What is this? - Sun Nov  1 00:13:13 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: It's a little something something....In case you want to fuck a girl and have your penis become larger before you do. - Sun Nov  1 00:13:13 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ..... - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: It's my last one. - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ....... - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: . . . - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: Use it...sell it...Give it away... - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: That's random. - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: Your choice. - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Its not random for this village. - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: It's guaranteeded to add between one inch to three. - Sun Nov  1 00:14:04 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Noted. <@Lanzi> - Sun Nov  1 00:14:56 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ...... - Sun Nov  1 00:14:56 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: The lesbian couple will really point out, how little this village cares about decency - Sun Nov  1 00:15:47 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Oh I said lesbian... Bi-sexual. - Sun Nov  1 00:16:38 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: .... - Sun Nov  1 00:17:29 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: ... - Sun Nov  1 00:17:29 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: How are ya feeling Violet? - Sun Nov  1 00:18:20 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: Better... but last night was a blur... what happened? - Sun Nov  1 00:18:20 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: She probably neds some Vitamin D, Use that pill and give her that D. - Sun Nov  1 00:18:20 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: needs* - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: ..... - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>***Mizukage**(AxelFraire) says: I think Jirun would love to tell you. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: What? - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I don't remember either. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Maybe Elon does. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: .... Nothing...nothing happened. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I think he had a crush on you or something. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: I didn't and don't. - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: Wait what? - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I remember being upside down and someome saying that.  - Sun Nov  1 00:19:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Then drinking sake and nothing else. - Sun Nov  1 00:20:03 2015
<br><br><font color=teal>*Elon(Chevy Corolla) says: You all should be banned from drinking... - Sun Nov  1 00:20:54 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I don't know anything about elemental jutsu. - Mon Dec  7 04:12:09 2015
<br><br><font color=teal>*Takuma(Brosis55) says: -- - Mon Dec  7 04:12:09 2015
<br><br><font color=teal>*Takuma(Brosis55) says: Do you plan on going down the Elementalist path? - Mon Dec  7 04:13:00 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Not really. - Mon Dec  7 04:14:43 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: But it could be helpful yeah? - Mon Dec  7 04:15:34 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Like back up? - Mon Dec  7 04:15:34 2015
