<br><font color=yellow>*Rei(BoyLeafeon) smiles at the male, that spoke to her. Such a nice guy to speak when it's so quiet.* - Wed Sep 02 14:52:48 2015
<br><br><font color=yellow>*Rei(BoyLeafeon) smiles at Kronos before sitting down on the bench, raising a leg on-top of the other while looking at the sand next to her. * - Wed Sep 02 18:54:17 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) shrugs.* - Mon Sep 07 18:28:16 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: I am cuarious. - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: curious) - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: What lesson were you going to show him? - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: The beauty of my garden, perhaps make him a potion of love. Something where he would be able to express his feelings towards someone, that he likes. Why? Jealous? - Mon Sep 07 18:33:23 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: No. - Mon Sep 07 18:34:14 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) rose an eyebrow, poking his knee before staring back at the sky. "Whatever you say, Nozumi."* - Mon Sep 07 18:35:05 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) stands there all beautiful like because that's what she is. * - Mon Sep 07 20:24:19 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: You check your garden? - Mon Sep 07 20:24:19 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Noooot yet. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: If you neglect them they will die. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Hmph. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: HAH! - Mon Sep 07 20:26:52 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) starts to laugh before glaring at Nozumi.

"Don't you say that about my flowers."* - Mon Sep 07 20:26:52 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: This sucks. - Mon Sep 07 21:26:36 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Tell me about it. - Mon Sep 07 21:26:36 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: It won't be long beore... - Mon Sep 07 21:27:28 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: The vultures come out, if you know what I mean. - Mon Sep 07 21:27:28 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: The what? - Mon Sep 07 21:28:19 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Men who will be hounding you. - Mon Sep 07 21:30:01 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: ...Right. - Mon Sep 07 21:30:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Something wrong? - Mon Sep 07 21:30:52 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Nothing is wrong, dear. - Mon Sep 07 21:31:44 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Hmm. - Mon Sep 07 21:32:35 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: It's been a while since you put yourself against me. - Mon Sep 07 21:32:35 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Would you like to spar in a bit? - Mon Sep 07 21:34:17 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Spar....? I do not know how to fight... but sure... take me to my garden. - Mon Sep 07 21:35:08 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: (I dont know where that is) - Mon Sep 07 21:36:00 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: [ some place with grass iguess ] - Mon Sep 07 21:48:48 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: So quiet here. - Tue Sep 08 16:42:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: None of what they say really interests me. - Tue Sep 08 16:42:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: They speak of trivial things. - Tue Sep 08 16:42:52 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Seems you may have a victim. - Tue Sep 08 17:44:19 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: A victim? - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Your 'teachings'.. - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: We could use followers you know. - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: You're more...  - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Oh... and you want me to do what? - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Convincing .... - Tue Sep 08 17:51:08 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Mhm. - Tue Sep 08 17:51:08 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) giggles, crouching down to Nozumi, poking his shoulder before ruffling his hair. "You lost! I knew you would. But it is okay, haha."* - Tue Sep 08 18:54:17 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Thank you. - Wed Oct  7 21:04:38 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Any word yet? - Wed Oct  7 21:06:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: And no, it ain't no bird. - Wed Oct  7 21:06:20 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: How are you feeling Idiot N.2 - Wed Oct  7 21:06:20 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We're screwed. - Wed Oct  7 21:08:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Yeah, eventually... Hmm. - Wed Oct  7 21:08:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Oh, yeah. - Wed Oct  7 21:08:54 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Whom did you combat? - Wed Oct  7 21:09:45 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Kaori. - Wed Oct  7 21:09:45 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Hm, I'll get her. - Wed Oct  7 21:09:45 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Thank you. - Wed Oct  7 21:11:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yo'.. Do you think we have an armorsmith in this village somewhere? - Wed Oct  7 21:11:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Or a weaponsmith. Yeeahhh. - Wed Oct  7 21:11:28 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: It's possible. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: The current Raikage is good. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Reisen(BigBootyJudy) says: Has anyone seen Suitengu. . .? - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: No. - Wed Oct  7 21:24:16 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: He is in sunagakure paper girl. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Good luck getting in. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Reisen(BigBootyJudy) says: Alright. . .That will be easy. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: As for you Idiot N.1 - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Aim higher. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: That is all I have to say. - Wed Oct  7 21:25:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I'm weak. - Wed Oct  7 21:25:58 2015
<br><br><font color=teal>*Reguel(Airide) says: Most people who aim 'higher' usually are the hardest when they come crashing down. - Wed Oct  7 21:25:58 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Hopefully one of these shinobi become fit for the role of Raikage... - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Otherwise I can't fulfill my true calling. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Why don't you spar Niza Idiot N.1 to see how much you fair against him. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: It should be fun. - Wed Oct  7 21:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: And entertaining. - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Reguel(Airide) says: Now, Raikage, I want to do a mission, or something, it's not like I'll do much by standing on my ass studying. - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I mean.... - Wed Oct  7 21:28:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I'm not here for your amusement. - Wed Oct  7 21:29:23 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: If he hasn't informed you where we went.. He probably- - Wed Oct  7 21:29:23 2015
